album_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
巴士光年,0.52,0.537,-8.317,0.203,0.783,0.0,0.46,141.748
巴黎的十二點,0.665,0.738,-5.556,0.0345,0.447,0.0,0.214,96.966
帰ってから、歌いたくなってもいいようにと思ったのだ。,0.5549999999999999,0.13624999999999998,-16.0985,0.0372,0.933,0.0499275,0.398,113.434
帰りたくなったよ,0.424,0.531,-5.402,0.0283,0.0475,1.32e-05,0.357,157.888
帰り道は遠回りしたくなる,0.5715,0.8654999999999999,-3.205,0.04725,0.603,0.0,0.6679999999999999,131.4655
帶我去找夜生活,0.571,0.828,-6.448,0.0412,0.0165,0.124,0.648,128.003
幕の内ISM,0.5315000000000001,0.801,-4.779,0.04255,0.0010865,0.0409,0.7769999999999999,146.42700000000002
平凡人的自傳,0.507,0.717,-6.331,0.0594,0.0793,0.0,0.353,168.04
平均,0.694,0.889,-4.498,0.0402,0.0557,0.0,0.853,128.029
平成終わるってよ,0.687,0.812,-4.389,0.0467,0.119,0.0,0.48,123.009
年少無知,0.485,0.623,-5.793,0.0269,0.0283,0.0,0.263,77.02
年末感恩,0.614,0.487,-6.996,0.0281,0.252,0.0,0.256,90.063
年華,0.582,0.613,-5.884,0.0385,0.513,2.02e-06,0.445,167.94
年輪說,0.478,0.37,-9.806,0.0523,0.758,0.0,0.318,147.995
幸福,0.545,0.30600000000000005,-9.2395,0.0291,0.4625,0.0,0.3435,115.9735
幸福之歌,0.566,0.622,-6.685,0.0293,0.292,0.0,0.397,145.025
幸福了 然後呢,0.546,0.701,-4.699,0.0401,0.103,0.0,0.281,135.848
幸福過敏,0.494,0.272,-6.678,0.0306,0.755,0.0,0.319,76.966
幼稚完,0.491,0.484,-7.888,0.0254,0.682,0.0,0.275,78.035
幾分之幾,0.519,0.342,-5.54,0.0257,0.636,0.0,0.425,143.819
広い世界 と せまい世界,0.5803333333333334,0.5118333333333333,-10.909833333333333,0.04748333333333334,0.926,0.923,0.7106666666666667,107.2155
床の間正座娘,0.501,0.962,-1.611,0.0792,0.0737,0.0,0.711,147.95
底片裡的夏卡爾,0.403,0.436,-7.85,0.037,0.738,0.0,0.426,129.667
廿一世紀精選,0.486,0.5760000000000001,-6.9395,0.03225,0.32235,0.00212,0.651,98.96199999999999
弦子首張同名專輯,0.466,0.316,-6.182,0.0267,0.739,0.0,0.179,91.775
張偉文.唱好自己,0.623,0.401,-10.144,0.0301,0.383,0.0196,0.278,140.114
張國榮,0.497,0.391,-13.104,0.0393,0.115,0.00184,0.192,79.749
張學友 愛得比你深,0.697,0.476,-10.539,0.035,0.81,0.0,0.235,129.998
張敬軒 是時候...,0.559,0.342,-10.726,0.0397,0.581,0.0,0.334,130.004
張清芳 25th 那些你最喜歡的歌,0.65,0.5,-8.679,0.0303,0.524,2.88e-06,0.312,120.424
張玉華同名專輯,0.515,0.351,-9.628,0.0351,0.899,0.0,0.438,78.546
彩~Aja~,0.674,0.673,-7.178,0.0275,0.565,0.000965,0.449,118.174
彭家麗 至愛精選,0.544,0.424,-9.348,0.0445,0.553,0.0,0.171,67.09
彭羚完全因你精選,0.376,0.311,-11.594,0.058,0.72,0.0,0.329,135.145
影視劇《山寨小萌主》原聲帶,0.696,0.558,-6.141,0.0331,0.186,0.0,0.496,91.966
往け,0.56,0.952,-2.579,0.162,0.135,0.0,0.689,89.872
後 青春期的詩,0.43200000000000005,0.5765,-5.616,0.02805,0.15105000000000002,7.225e-06,0.42,152.09699999999998
後來 我們都哭了,0.598,0.302,-13.642,0.0321,0.77,0.000132,0.0389,79.873
後會無期,0.412,0.149,-13.74,0.0387,0.932,0.0,0.256,101.964
徐佳瑩LaLa首張創作專輯,0.49266666666666664,0.47333333333333333,-6.642,0.0337,0.5543333333333333,0.0,0.25133333333333335,115.40266666666666
徐小鳳金曲精選,0.549,0.272,-14.558,0.0274,0.771,8.89e-05,0.191,101.332
從未忘記,0.545,0.53,-8.063,0.0264,0.464,0.0,0.426,136.023
從未說起,0.617,0.367,-10.419,0.0334,0.583,0.0,0.346,137.946
復黑王 - 天龍八部,0.549,0.389,-10.83,0.0269,0.841,1.44e-05,0.745,94.429
復黑王 - 迷,0.525,0.915,-7.994,0.0951,0.0631,0.0031,0.543,166.121
復黑王- 情有獨鍾,0.566,0.554,-9.1,0.0297,0.48,0.0,0.25,124.164
復黑王-你還愛我嗎?,0.502,0.183,-12.124,0.0308,0.81,0.0,0.219,112.235
復黑王-許冠英,0.49,0.372,-9.061,0.028,0.644,1.15e-06,0.5,113.448
復黑王GRASSHOPPER IV,0.796,0.587,-11.021,0.0303,0.49,8.37e-06,0.837,122.233
復黑王鍾鎮濤 聽濤,0.631,0.421,-10.315,0.0293,0.783,8.99e-05,0.188,130.199
微笑pasta 電視原聲帶,0.76,0.944,-1.785,0.0429,0.142,0.0,0.905,126.007
心にFlower,0.567,0.939,-1.511,0.0575,0.317,0.0,0.686,131.979
心之科學,0.476,0.747,-6.302,0.0313,0.0704,7.2e-06,0.252,139.9
心夢淚痕,0.4585,0.40900000000000003,-8.0115,0.030100000000000002,0.711,0.0,0.2335,110.1585
心思思、愛情最緊要,0.543,0.588,-8.155,0.153,0.262,2.94e-06,0.827,155.156
心滿意足,0.541,0.313,-13.729,0.0334,0.367,0.0,0.291,133.969
心痛不再有,0.517,0.24,-17.016,0.0326,0.0957,1.14e-05,0.264,142.306
心藍,0.66,0.427,-11.012,0.0346,0.86,5.74e-06,0.339,124.505
忘情水,0.576,0.465,-11.99,0.0353,0.643,5.5e-06,0.305,135.913
忘記你我做不到,0.81,0.485,-10.718,0.0345,0.287,0.0,0.658,125.977
忘記我自己,0.47733333333333333,0.5853333333333334,-7.005,0.09783333333333333,0.436,0.0,0.30233333333333334,148.13433333333333
快盗ルビイ,0.513,0.507,-12.415,0.0315,0.417,4.36e-06,0.584,117.751
念念不忘,0.431,0.687,-6.252,0.0493,0.586,0.0,0.351,141.811
怎樣,0.48450000000000004,0.3415,-10.363,0.0354,0.556,0.0,0.20900000000000002,133.86450000000002
思念即地獄,0.405,0.413,-9.66,0.0662,0.398,0.0,0.397,71.659
思慕,0.493,0.425,-9.42,0.0308,0.455,3.76e-06,0.178,72.004
怦然心動,0.676,0.86,-5.349,0.0446,0.214,0.000233,0.552,107.004
怪物,0.627,0.824,-3.419,0.118,0.0699,6.57e-05,0.774,169.935
怪胎,0.639,0.659,-5.356,0.0307,0.456,0.0,0.54,111.024
恋と愛のその間には,0.5455,0.953,-2.096,0.0833,0.0286,0.0,0.7495,148.003
恋人いない選手権 / 近いのに離れてる,0.532,0.914,-4.275,0.0729,0.197,0.0,0.664,132.057
恋愛脳,0.682,0.941,-3.294,0.0371,0.0289,0.00899,0.922,156.099
恋泥棒。,0.71,0.718,-6.379,0.0257,0.0483,3.26e-06,0.813,109.054
恋風邪にのせて,0.595,0.909,-3.594,0.0341,6.4e-05,0.000355,0.537,118.021
悲情歌聲,0.591,0.429,-8.8,0.0331,0.739,0.0,0.324,108.195
情不禁- 張學友,0.682,0.336,-12.049,0.0253,0.718,0.0,0.515,100.027
情事,0.639,0.9015,-8.1415,0.051625,0.42600000000000005,4.2e-05,0.7302500000000001,123.66624999999999
情人自擾,0.462,0.408,-10.38,0.0504,0.685,0.0,0.0909,144.04
情意結,0.469,0.24,-15.346,0.0405,0.705,0.000462,0.379,144.32
情歌1,0.5636,0.4654,-8.318999999999999,0.030320000000000003,0.5484,0.0014528,0.355,118.1286
情歌篇,0.569,0.394,-14.802,0.0296,0.343,0.0,0.847,118.777
情歌集10 壓軸篇,0.516,0.545,-7.837,0.0296,0.722,0.0,0.534,143.99
情若無花不結果,0.468,0.229,-12.936,0.0303,0.823,0.0,0.362,79.102
惡作劇之吻,0.684,0.683,-6.374,0.028,0.581,9.52e-06,0.676,135.978
想 -new love new world-,0.595,0.879,-4.849,0.0405,0.0319,0.0,0.839,124.784
想厝的人,0.678,0.327,-10.809,0.0283,0.6,0.0,0.788,107.989
想知道你在想什麼,0.455,0.297,-11.63,0.0265,0.212,2.14e-06,0.243,90.093
想見你想見你想見你,0.547,0.666,-5.694,0.0393,0.4,0.0,0.43,129.814
意外,0.5774999999999999,0.29800000000000004,-12.7755,0.0351,0.8155,1.68e-06,0.293,109.7775
愚か者たち,0.347,0.938,-2.43,0.0676,0.0353,0.00644,0.475,175.959
愛,0.755,0.694,-7.908,0.0306,0.338,0.0,0.427,126.122
"愛,教會我們的事",0.439,0.477,-5.638,0.0307,0.643,0.0,0.535,159.819
愛が地球救うんさ!だってでんぱ組.incはファミリーでしょ,0.6626666666666666,0.9043333333333333,-3.645,0.08,0.0018733333333333334,5.255333333333334e-05,0.8276666666666667,111.49966666666667
愛があるなら年の差なんて,0.633,0.782,-7.197,0.0326,0.515,0.0012,0.68,105.002
愛しか武器がない,0.465,0.92,-2.665,0.0924,0.0235,1.05e-05,0.605,164.91
愛してた,0.481,0.538,-5.182,0.0307,0.354,0.0,0.364,76.85
愛し君へ,0.499,0.823,-2.909,0.0551,0.226,0.0,0.548,158.124
愛とか恋とか,0.696,0.547,-5.088,0.0401,0.695,0.0,0.423,90.03
愛と情熱のマタドール,0.576,0.939,-3.62,0.109,0.000431,0.00351,0.68,128.106
愛と欲望の日々/LONELY WOMAN,0.604,0.907,-3.473,0.0319,0.00895,0.0,0.764,123.93
愛と虐殺の日々〜歴代小教典 ソニー時代完全盤〜,0.435,0.933,-4.461,0.0472,0.0257,1.24e-06,0.495,139.111
愛なんていらない,0.525,0.715,-4.036,0.0311,0.177,0.0,0.477,80.936
愛の哲学,0.6474,0.8423999999999999,-4.3898,0.0503,0.06050599999999999,0.0011863660000000001,0.6961999999999999,124.792
愛を知らずに魔法は使えない,0.5886666666666667,0.8969999999999999,-4.648666666666667,0.07073333333333333,0.025046666666666665,0.0,0.5770000000000001,118.00966666666666
愛を知る,0.549,0.902,-2.109,0.0442,0.217,0.0,0.66,95.533
愛不對人,0.663,0.41,-11.279,0.026,0.444,1.28e-05,0.558,95.938
愛不疚,0.569,0.526,-9.621,0.0375,0.563,0.0,0.348,140.029
愛了很久的朋友,0.36,0.334,-8.512,0.0306,0.858,2.1e-06,0.137,130.637
愛作夢的魚,0.605,0.518,-5.636,0.0248,0.323,0.00117,0.253,123.973
愛你,0.5573333333333333,0.6666666666666666,-5.439666666666667,0.10106666666666668,0.45,0.0,0.6443333333333333,164.57133333333334
愛你多一些精選-張學友,0.6685000000000001,0.4365,-9.9825,0.0252,0.595,0.0,0.5525,100.52799999999999
愛到不要命,0.552,0.307,-11.794,0.0332,0.845,0.0,0.303,127.919
愛到你發狂,0.578,0.221,-14.231,0.0342,0.801,3.27e-06,0.307,113.827
愛到無可救藥,0.479,0.657,-6.294,0.032,0.65,0.0,0.238,76.966
愛在刻骨銘心時,0.652,0.368,-9.929,0.0317,0.654,0.0,0.314,121.97
愛在夏天,0.551,0.378,-7.37,0.0303,0.736,0.0,0.275,74.974
愛在記憶中找你,0.535,0.683,-5.567,0.033,0.439,0.0,0.403,139.965
愛彌々,0.319,0.875,-3.473,0.0819,0.00787,0.0,0.584,84.57
愛得太傻,0.65,0.594,-7.484,0.0256,0.0504,0.000162,0.486,122.164
愛情你比我想的閣較偉大 -《當男人戀愛時》電影主題曲,0.665,0.654,-6.948,0.0725,0.00249,0.00119,0.736,149.969
愛情的盡頭,0.5123333333333334,0.43766666666666665,-10.761000000000001,0.0295,0.44493333333333335,0.00021675333333333332,0.425,131.227
愛情陷阱,0.528,0.253,-14.869,0.0275,0.52,0.00373,0.263,95.033
愛愛愛,0.473,0.459,-7.348,0.0377,0.4,0.0,0.346,66.37
愛慕 / 悲哀,0.127,0.412,-13.833,0.0349,0.903,0.903,0.0838,59.484
愛我 恨我,0.479,0.58,-4.299,0.031,0.225,0.0,0.346,141.976
愛我的時候,0.453,0.384,-9.533,0.0312,0.867,0.0,0.153,75.39
愛是我們必經的辛苦,0.4583333333333333,0.43533333333333335,-9.250666666666667,0.0399,0.5116666666666666,0.08600108666666667,0.29533333333333334,122.92133333333334
愛的根源,0.57,0.426,-9.14,0.0237,0.306,0.0,0.221,85.983
愛缺,0.664,0.42,-9.589,0.0269,0.786,0.0,0.319,110.042
愛音樂三人行 - 許志安,0.476,0.5153333333333333,-7.7200000000000015,0.028133333333333333,0.32233333333333336,0.0,0.3316666666666667,132.04333333333332
感官/世界,0.54,0.474,-7.589,0.0294,0.372,0.0,0.22,128.051
感覺貼心,0.6245,0.528,-8.179,0.038849999999999996,0.483,0.0,0.40549999999999997,115.0335
感謝愛人,0.379,0.39,-6.597,0.0299,0.465,6.14e-06,0.154,139.197
感谢你曾来过,0.481,0.795,-5.097,0.0408,0.0782,0.0,0.332,160.02
慢慢等EP,0.657,0.525,-8.333,0.0329,0.634,0.0,0.41,128.03
憂、燦々,0.5706666666666665,0.6683333333333333,-6.5953333333333335,0.029066666666666668,0.18190000000000003,2.3133333333333334e-05,0.6070000000000001,97.78766666666667
我々はネコである。,0.5873333333333334,0.8983333333333333,-2.8674999999999997,0.06886666666666667,0.06776,0.000591575,0.6166666666666667,137.42166666666665
我不要再比了,0.565,0.382,-9.711,0.0309,0.559,0.0,0.26,115.828
我也難過的,0.551,0.46,-8.049,0.0402,0.592,3.9e-06,0.253,134.406
我以為你不會出現,0.433,0.402,-8.749,0.0328,0.482,1.17e-05,0.108,160.013
我們,0.355,0.0962,-14.729,0.0395,0.956,1.76e-05,0.201,144.58
我們以後要結婚,0.535,0.499,-8.033,0.0397,0.395,1.31e-06,0.162,123.593
我們在中場相遇,0.601,0.316,-9.55,0.0365,0.876,2.64e-05,0.375,130.118
"我們在炎熱與抑鬱的夏天,無法停止抽煙",0.5279,0.6365999999999999,-7.8375,0.04252,0.417985,0.07419801100000001,0.6502,135.1569
我們的胡士托,0.679,0.444,-6.88,0.0376,0.679,0.0,0.413,121.834
我們的草蜢,0.556,0.351,-7.168,0.0275,0.728,0.0,0.236,83.926
我們的草蜢演唱會,0.494,0.474,-15.515,0.12,0.281,0.0,0.431,135.471
我們相愛 6 年,0.72,0.334,-9.754,0.0373,0.814,0.0,0.395,96.046
我們都是這樣長大的,0.427,0.409,-10.06,0.0306,0.716,0.0,0.37,159.826
我做的是愛不是夢,0.612,0.941,-3.562,0.0598,0.00284,0.0,0.367,123.971
我可以不在乎的你,0.502,0.318,-11.278,0.0369,0.421,1.8e-06,0.161,119.7
我和我追逐的夢,0.514,0.416,-11.158,0.0294,0.364,3.88e-06,0.319,135.8
我在流浮山滴眼水.jpg,0.546,0.422,-8.534,0.0286,0.657,2.38e-06,0.461,139.84
我好嗎? - 太陽如常升起,0.521,0.471,-8.247,0.0317,0.786,0.0,0.269,92.054
我好想,0.566,0.504,-6.93,0.0357,0.725,0.0,0.202,120.908
我好斯文,0.536,0.62,-5.779,0.0473,0.284,0.0,0.389,160.157
我很好,0.704,0.803,-5.962,0.124,0.312,0.0,0.891,127.992
我很忙,0.652875,0.540125,-8.335125,0.029275,0.3029875,4.0675e-06,0.496875,124.35662500000001
我愚蠢的理想主义,0.697,0.628,-7.194,0.0362,0.418,0.0,0.741,119.99
我愛上的,0.565,0.455,-6.632,0.0346,0.56,0.0,0.182,139.956
我愛明哥 黃耀明作品精選集,0.608,0.38,-8.854,0.0351,0.777,0.000227,0.366,123.977
我愛的,0.746,0.528,-6.947,0.0446,0.48,0.0,0.424,139.898
我愛經典系列,0.304,0.124,-17.6,0.0397,0.948,0.00104,0.0828,168.996
我愛經典系列 - 葉蒨文,0.626,0.446,-7.522,0.0258,0.497,0.0,0.314,112.518
我愛經典系列 - 陳百強,0.5624,0.49379999999999996,-9.181799999999999,0.03184,0.30016000000000004,0.022485540000000002,0.46180000000000004,94.2874
我是不是該安靜的走開,0.536,0.36999999999999994,-11.709333333333333,0.025900000000000003,0.5273333333333333,3.5666666666666663e-06,0.24486666666666668,106.32033333333334
我是如此相信,0.507,0.501,-9.475,0.0287,0.282,2.23e-05,0.134,137.975
我最喜愛的Eric Kwok作品展,0.535,0.564,-7.224,0.0394,0.361,0.0,0.278,123.892
我會想念他,0.591,0.338,-11.071,0.0327,0.712,0.0,0.22,135.836
我有多麼喜歡你,0.451,0.206,-9.827,0.0378,0.909,0.0,0.384,125.471
我有我自己,0.486,0.496,-5.77,0.0383,0.707,0.0,0.387,141.939
我本人,0.471,0.46199999999999997,-7.125500000000001,0.028,0.776,2.16e-06,0.40249999999999997,140.89
我武者羅,0.5286000000000001,0.9682000000000001,-3.0545999999999998,0.15460000000000002,0.18136000000000002,0.0,0.655,96.9884
我現在會好好的 - TVBS「女力報到愛的故事」片尾曲,0.603,0.479,-9.049,0.0468,0.462,2.57e-05,0.326,135.851
我生,0.718,0.423,-6.754,0.0317,0.564,0.0,0.417,117.006
我的快樂時代,0.5685,0.46799999999999997,-7.09,0.027549999999999998,0.4355,6.35e-07,0.255,117.03450000000001
我的挑選,0.2846666666666667,0.37766666666666665,-11.404666666666666,0.030033333333333332,0.3463333333333334,9.829999999999999e-06,0.24033333333333337,108.69266666666668
我的波利海妮婭,0.682,0.682,-6.761,0.037,0.316,0.0,0.435,113.912
我的真心獻給你,0.519,0.28,-14.822,0.0366,0.444,1.42e-05,0.254,112.04
我的視角,0.518,0.401,-7.908,0.0665,0.862,0.0,0.401,129.652
我的電臺FM S.H.E,0.595,0.593,-5.967,0.0288,0.634,0.0,0.357,133.965
我的驕傲,0.658,0.38449999999999995,-7.4799999999999995,0.033,0.8180000000000001,0.0,0.402,144.905
我等你,0.677,0.5,-8.285,0.0265,0.69,0.0,0.375,149.784
我總是想像你離開後的日子,0.539,0.322,-9.629,0.0368,0.948,6.17e-06,0.317,118.459
我肯定在幾百年前就說過愛你,0.5991666666666666,0.4836666666666667,-9.410833333333334,0.034583333333333334,0.46586666666666665,0.012167766666666668,0.38400000000000006,136.91316666666668
我要快樂,0.366,0.28,-7.394,0.033,0.884,1.82e-06,0.258,128.895
我要的幸福,0.638,0.441,-6.909,0.029,0.415,7.88e-05,0.15,117.933
我說過要你快樂精選,0.549,0.401,-11.742,0.0307,0.829,0.0,0.288,120.222
我這樣愛你,0.777,0.937,-5.308,0.0751,0.0385,6.09e-06,0.425,109.996
我還是你的,0.437,0.473,-7.669,0.0342,0.765,0.0,0.228,131.434
我還能愛誰,0.436,0.721,-5.351,0.0559,0.471,0.0,0.412,202.016
戦争,0.271,0.965,-6.758,0.135,8.29e-06,0.121,0.206,148.107
戲劇人生,0.613,0.49,-6.926,0.0283,0.565,6.26e-06,0.107,124.362
戲迷情人,0.62,0.219,-15.542,0.0358,0.829,0.0,0.267,123.793
戸松遥 BEST SELECTION -sunshine-,0.572,0.939,-1.577,0.0471,0.0657,0.0,0.671,97.928
所謂如昀,0.295,0.374,-9.935,0.0309,0.686,3.24e-06,0.128,143.96
手をつなごう/禁断のカルマ,0.722,0.9,-2.015,0.045399999999999996,0.03005,0.0013889999999999998,0.6599999999999999,127.233
手中沙,0.67,0.156,-11.854,0.0345,0.872,3.13e-06,0.466,115.748
手遅れcaution,0.503,0.95,-1.62,0.0703,0.61,1.37e-05,0.576,159.022
打得火熱,0.3873333333333333,0.32466666666666666,-9.508333333333335,0.03493333333333333,0.7949999999999999,9.733333333333333e-07,0.278,103.07566666666668
抱き寄せ 高まる 君の体温と共に,0.601,0.896,-5.461,0.0447,0.0218,0.0,0.606,108.062
抱一抱,0.551,0.422,-7.447,0.0302,0.491,0.0,0.172,131.655
拚輸贏,0.342,0.561,-6.697,0.0354,0.291,4.18e-06,0.382,80.679
招待状のないショー,0.762,0.805,-4.696,0.0358,0.283,0.0,0.963,116.141
掌で踊る,0.511,0.915,-1.719,0.176,0.00166,0.00376,0.537,107.077
探せ ダイヤモンドリリー,0.525,0.9466666666666667,-2.9276666666666666,0.09230000000000001,0.015196666666666666,0.0010258333333333335,0.5313333333333333,119.32433333333331
揭穿,0.567,0.279,-10.548,0.0492,0.897,0.0,0.452,125.16
摩天動物園,0.602,0.5138,-9.0328,0.07687999999999999,0.42780000000000007,2.82e-06,0.3472,136.0096
擁抱,0.567,0.493,-7.34,0.0291,0.317,0.0,0.474,115.997
擋不住的風情,0.722,0.548,-9.077,0.0291,0.582,0.0,0.417,106.961
擦聲而過,0.39,0.294,-10.722,0.0328,0.796,0.0,0.174,177.679
擦聲而過Ⅱ,0.553,0.518,-6.844,0.0295,0.275,7.01e-06,0.123,113.865
收•音•《我是歌手4》原音精選,0.552,0.362,-7.679,0.0273,0.695,4.46e-05,0.26,109.909
改變自己,0.756,0.421,-8.338,0.0924,0.0275,0.0,0.829,69.928
放過自己,0.351,0.456,-7.143,0.0352,0.784,0.0,0.336,139.103
敏感,0.799,0.543,-5.966,0.096,0.424,0.0,0.429,90.018
散步之年,0.666,0.383,-12.421,0.0327,0.388,0.334,0.459,115.012
数到五,0.499,0.537,-7.823,0.0514,0.721,0.0,0.253,127.406
敷衍,0.325,0.213,-17.136,0.04,0.898,0.0541,0.326,181.1
斗羅大陸,0.482,0.928,-3.293,0.131,0.0447,0.0,0.633,139.947
新地球,0.5156666666666666,0.529,-5.793333333333333,0.031133333333333332,0.5085333333333334,1.7266666666666665e-05,0.21999999999999997,95.64833333333333
新地球 - 人,0.473,0.58,-4.802,0.0313,0.461,0.0,0.22,135.821
新城數碼巨星靚聲音樂會,0.37,0.466,-9.927,0.0437,0.691,0.0,0.198,148.149
新時代,0.494,0.986,-2.262,0.243,0.0505,4.41e-06,0.421,175.003
新曲與精選,0.484,0.297,-8.937,0.0252,0.579,1.99e-06,0.102,91.023
新未来センセーション,0.631,0.857,-3.019,0.0507,0.00387,9.98e-05,0.715,99.993
新的心跳,0.5676666666666667,0.5893333333333334,-6.273333333333333,0.03286666666666666,0.2091333333333333,0.0,0.19833333333333333,135.86933333333334
旅人の唄,0.404,0.668,-5.746,0.0303,0.0137,0.000326,0.495,136.98
旅立ち,0.64,0.706,-5.345,0.0298,0.0269,0.0,0.85,93.986
日々のあわ,0.465,0.211,-14.143,0.0384,0.812,0.00199,0.256,83.257
日月存亡,0.672,0.45,-6.361,0.0322,0.588,0.0,0.4,115.886
明け星,0.389,0.867,-3.604,0.048,0.000303,0.0,0.215,94.952
明け星 / 白銀,0.421,0.874,-3.5113333333333334,0.0483,0.0011253333333333332,3.8666666666666664e-07,0.2373333333333333,110.96233333333333
明哥之歌,0.444,0.651,-6.048,0.029,0.208,3.13e-06,0.381,171.9
明天再見,0.622,0.672,-7.596,0.0414,0.11,4.34e-05,0.519,144.066
星が泳ぐ,0.566,0.743,-5.377,0.0361,0.0265,0.0,0.649,94.973
星に願いを込めて,0.423,0.96,-3.939,0.082,0.00172,0.0,0.393,104.965
星の消えた夜に,0.502,0.488,-8.125,0.0304,0.145,8.06e-06,0.42,81.01
星光,0.593,0.698,-7.643,0.0321,0.121,0.0,0.732,138.014
星空下的傳說,0.704,0.498,-5.996,0.0459,0.351,0.0,0.665,119.979
是他不配/微笑帶過,0.266,0.791,-5.539,0.0461,0.0225,0.0,0.27,84.965
是但求其愛,0.326,0.272,-9.536,0.0434,0.94,0.00337,0.253,181.863
是愛是緣,0.779,0.462,-13.04,0.0293,0.121,2.64e-06,0.565,92.016
是有種人,0.535,0.398,-8.756,0.0353,0.7,0.0,0.339,75.035
時の足音,0.546,0.485,-6.313,0.0243,0.5,0.0,0.425,81.522
時代をあつめて,0.52775,0.8145,-4.18275,0.0998,0.015375,0.0,0.69475,161.54375
時候不早,0.737,0.483,-6.416,0.0311,0.318,0.0,0.514,83.966
時空寄語,0.607,0.211,-14.702,0.0313,0.646,0.0,0.215,105.687
晚安晚安,0.709,0.408,-8.197,0.032600000000000004,0.7315,0.0,0.393,86.12950000000001
暗やみの色 Colors of the Dark,0.5213333333333333,0.18266666666666667,-18.419,0.33790000000000003,0.685,0.612,0.16803333333333334,155.0186666666667
暴風女神LORELEI,0.5515,0.267,-14.371500000000001,0.02895,0.723,1.16e-05,0.22199999999999998,124.382
曖昧,0.541,0.238,-9.829,0.0281,0.899,0.0,0.159,84.008
曹操,0.503,0.72,-4.497,0.0304,0.00276,0.0,0.415,143.91
最Ψ最好調!,0.5725,0.979,-1.383,0.13935,0.0262,0.0156,0.6819999999999999,130.066
最佳美聲 典藏精選,0.675,0.562,-7.04,0.0356,0.334,0.0,0.157,113.91
最偉大的作品,0.5808333333333333,0.5739166666666667,-8.461333333333334,0.03940833333333333,0.31761666666666666,0.0107412,0.32616666666666666,151.731
最好的幸運,0.525,0.48,-8.048,0.0309,0.48,0.0,0.381,143.931
最好的時刻 2006-2012,0.629,0.429,-8.709,0.0297,0.877,0.0,0.336,112.206
最強パレパレード,0.571,0.988,-3.588,0.131,0.0383,0.00288,0.82,174.996
最後一堂課,0.55,0.543,-6.961,0.0268,0.769,0.0,0.35,74.008
最後一次,0.532,0.826,-4.546,0.0332,0.0279,0.0,0.531,129.939
最後一次分手,0.563,0.397,-9.396,0.0339,0.384,0.0,0.198,137.985
最愛 40 - Beloved 40,0.6509999999999999,0.5883333333333334,-7.740333333333333,0.04493333333333333,0.41900000000000004,0.0,0.38066666666666665,133.49166666666667
最暖的憂傷,0.416,0.379,-8.94,0.0356,0.718,0.0,0.17,150.879
最高かよ,0.422,0.971,-3.262,0.0625,0.154,0.0172,0.182,90.083
月球上碰面,0.493,0.492,-8.053,0.0402,0.598,0.0,0.175,133.647
月色Chainon,0.5915,0.724,-4.2125,0.0398,0.309475,6.9e-07,0.35800000000000004,122.993
有一種悲傷,0.363,0.233,-11.531,0.0499,0.901,4.79e-06,0.341,77.378
有人在嗎,0.512,0.737,-7.589,0.0361,0.086,0.0,0.283,149.779
有多少光就有多少黑,0.644,0.757,-4.498,0.0342,0.0651,0.0,0.61,110.973
有意,0.429,0.347,-11.307,0.0355,0.787,0.0,0.189,135.749
有理想,0.5900000000000001,0.48150000000000004,-7.162,0.029900000000000003,0.5585,0.0,0.2475,122.85400000000001
有點野,0.272,0.352,-9.159,0.0299,0.519,0.0,0.139,175.48
朝が来る,0.335,0.92,-4.086,0.09859999999999998,0.00118,0.0,0.246,83.117
木枯しに抱かれて,0.64,0.779,-6.181,0.0301,0.0824,0.00397,0.641,113.82
未來,0.627,0.408,-9.87,0.052,0.626,0.0,0.337,114.744
未完成,0.446,0.521,-6.804,0.0351,0.268,0.0,0.126,127.977
未完成の未来,0.609,0.926,-2.575,0.061,0.485,0.0,0.754,127.999
末日快車,0.542,0.599,-8.639,0.0268,0.0752,0.0381,0.44,97.0
末路狂花,0.585,0.187,-12.514,0.0364,0.903,0.0,0.179,123.862
朱咪咪喜唱玩樂38首,0.445,0.527,-11.115,0.0323,0.058,5.6e-06,0.485,95.034
李克勤大樂隊,0.493,0.396,-8.094,0.029,0.707,9.28e-06,0.189,74.886
李克勤精選到無朋友,0.515,0.427,-9.732,0.0277,0.777,6.09e-05,0.25,80.205
李宗盛的理性與感性作品音樂會,0.493,0.441,-8.413,0.0291,0.698,0.0,0.243,139.943
杰倫,0.6428,0.5472,-8.5122,0.034199999999999994,0.49096,8.844e-06,0.4266,135.9434
東京にもあったんだ / 無敵のキミ,0.376,0.702,-5.733,0.0299,0.00373,0.00116,0.241,134.817
東京ナイト,0.6336666666666667,0.7173333333333334,-8.836666666666666,0.0329,0.22476666666666664,0.0004763666666666667,0.6356666666666667,118.76833333333333
東京人壽,0.451,0.813,-4.939,0.0506,0.198,0.0,0.341,142.14
東京喰種トーキョーグール:re Original Soundtrack,0.174,0.288,-8.649,0.0388,0.876,4.01e-06,0.289,78.793
林子祥 24K Mastersonic Compilation,0.7036666666666666,0.35766666666666663,-11.386666666666665,0.03986666666666667,0.7736666666666667,0.00024096666666666665,0.39399999999999996,114.22666666666665
林憶蓮,0.479,0.542,-5.588,0.0322,0.531,5.19e-06,0.347,124.692
