album_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
Fight For You,0.502,0.95,-3.08,0.218,0.00595,0.0178,0.314,199.897
Fight Kulüp,0.638,0.846,-4.156,0.227,0.388,0.0,0.587,154.111
Fight Ova Man,0.72,0.586,-7.445,0.458,0.467,0.0,0.662,93.528
Fight Songs,0.596,0.42,-10.584,0.0255,0.776,0.0103,0.431,91.899
Fight for Life,0.196,0.496,-9.752,0.041,0.45,0.102,0.0581,166.6
Fighter / Music in the Night,0.538,0.945,-3.593,0.285,0.000214,0.0522,0.189,175.986
Fighting,0.484,0.891,-4.262,0.0525,0.0153,0.0137,0.233,149.987
Fighting !,0.531,0.893,-2.078,0.0445,0.192,0.0,0.812,151.924
Fighting Modernism EP,0.477,0.555,-18.299,0.031,0.444,0.729,0.0721,123.016
Figure It Out,0.58,0.7295,-7.1935,0.052199999999999996,0.004495000000000001,0.1330079,0.341,132.023
Figure Number Five,0.368,0.949,-6.178,0.141,7.76e-05,0.00429,0.347,160.27
Figures & Echoes,0.782,0.859,-8.953,0.0603,0.037,0.909,0.225,128.007
Filha do Policia,0.861,0.708,-3.532,0.146,0.707,0.0,0.877,159.976
Filhaal2 Mohabbat,0.574,0.578,-3.188,0.0343,0.296,0.0,0.274,85.186
Filho,0.439,0.434,-10.008,0.0304,0.527,0.0,0.295,106.635
Filho Meu,0.548,0.399,-14.033,0.0305,0.381,0.0,0.374,143.383
Filho de Leão,0.56725,0.58675,-5.27575,0.033775,0.2667,0.0,0.35024999999999995,85.913
Filho do Dono,0.646,0.715,-4.181,0.0445,0.31,0.0,0.929,169.34
Filhos Acústico,0.45520000000000005,0.289,-10.9774,0.03548,0.7300000000000001,0.0,0.252,91.06880000000001
"Filhos do Homem 20 Anos, Vol. 1",0.544,0.271,-13.203,0.0259,0.418,7.32e-05,0.233,139.852
Filippa Giordano,0.27249999999999996,0.20600000000000002,-12.2635,0.03635,0.922,0.0002285,0.1175,79.7585
Fill My Cup,0.615,0.704,-7.582,0.0922,0.331,0.0,0.489,100.019
Fill The Dance Floor,0.594,0.836,-6.917,0.0357,0.0609,0.0475,0.629,97.093
Fill This Place,0.411,0.706,-7.321,0.0372,0.0126,0.0,0.274,144.049
Film Of Life,0.7036666666666666,0.7816666666666666,-7.664000000000001,0.0654,0.054766666666666665,0.8336666666666667,0.4423333333333333,125.08633333333334
Film out,0.499,0.709,-6.404,0.134,0.296,0.0,0.314,164.032
Filosofem,0.28525,0.6905,-8.70725,0.05385,1.3525e-06,0.937,0.25527500000000003,69.7895
Filosofía Barata y Zapatos de Goma,0.6093333333333333,0.43166666666666664,-16.573,0.03303333333333334,0.3299,0.009056199999999999,0.42,112.37400000000001
Filosopunk,0.49,0.895,-5.851,0.05,0.0024,0.0,0.354,93.465
Filth Pig,0.43279999999999996,0.7798,-6.9434,0.050039999999999994,8.602e-06,0.8088000000000001,0.43200000000000005,125.63
Filtr Collab - Yasmin Santos e Di Propósito Vol 1.,0.435,0.687,-7.887,0.235,0.266,0.0,0.565,167.971
Fim Sem Ponto Final,0.771,0.551,-6.809,0.0309,0.569,6.93e-06,0.519,115.012
Fim da Tempestade,0.869,0.488,-7.429,0.249,0.129,0.0,0.621,109.815
Fim das Tentativas,0.666,0.651,-7.27,0.0511,0.0236,0.0,0.372,95.145
Fim de Semana Tá Destinado,0.565,0.642,-1.849,0.205,0.389,0.0,0.343,75.781
Fim do Horizonte,0.613,0.533,-7.584,0.191,0.684,0.000701,0.579,73.788
Fin de Año,0.6305000000000001,0.349,-15.671999999999999,0.06889999999999999,0.634,0.0,0.966,131.74599999999998
Final Destination,0.625,0.899,-0.735,0.178,0.00104,0.0702,0.282,159.991
Final Draft,0.726,0.618,-7.073,0.0571,0.481,0.0,0.374,110.068
Final Evolution 2022,0.487,0.931,-3.075,0.0819,0.00111,1.67e-05,0.58,170.037
Final Feliz,0.5682499999999999,0.563,-8.52875,0.0615,0.786,0.0,0.42325,113.5985
Finale,0.665,0.53,-9.127,0.0437,0.0551,0.795,0.17,126.993
Finally,0.735,0.76175,-4.9345,0.09770000000000001,0.0745,1.6975e-05,0.59125,123.11574999999999
Finally Healing,0.425,0.743,-5.478,0.0633,0.245,1.71e-06,0.385,171.94
Finch,0.6285000000000001,0.6375,-8.0585,0.09275,0.6519999999999999,0.003974999999999999,0.34750000000000003,126.3875
Find,0.495,0.401,-8.177,0.029,0.464,0.0214,0.117,110.036
Find A Way,0.898,0.814,-5.218,0.118,0.000121,0.426,0.608,124.041
Find Another Way,0.394,0.745,-6.149,0.0451,0.422,0.000872,0.193,170.017
Find It,0.94,0.665,-10.162,0.0594,0.166,0.0,0.969,121.029
Find Life,0.524,0.954,-6.204,0.0873,1.78e-05,1.32e-05,0.374,139.948
Find Me,0.6223333333333333,0.8066666666666666,-4.0793333333333335,0.0593,0.0376,0.004533333333333333,0.36033333333333334,143.287
Find My Way,0.497,0.821,-5.101,0.0375,0.0342,0.000261,0.171,142.964
Find You,0.278,0.638,-6.062,0.0448,0.0236,0.0,0.195,127.97
Find Your Melody,0.656,0.6053333333333334,-5.617999999999999,0.03816666666666666,0.09646336666666666,0.0003063333333333333,0.6356666666666667,108.97233333333334
Find Yourself,0.718,0.621,-4.799,0.0388,0.693,2.07e-05,0.456,112.104
Finding Beauty,0.43599999999999994,0.09743333333333333,-26.267,0.03903333333333333,0.9706666666666667,0.9403333333333332,0.09179999999999999,88.65333333333335
Finding Beauty In Negative Spaces,0.5282,0.9087999999999999,-3.5692,0.05539999999999999,0.0028727399999999995,0.001102092,0.4018,132.04360000000003
Finding God Before God Finds Me,0.3435,0.9470000000000001,-3.9564999999999997,0.3115,0.005265225,0.0014433500000000001,0.241,127.92425
Finding Hope,0.216,0.0819,-26.17,0.0444,0.994,0.954,0.0911,71.07
Finding Neverland,0.48850000000000005,0.38849999999999996,-9.07225,0.20829999999999999,0.70275,2.1269999999999998e-05,0.33425,113.10425000000001
Fine Anyway,0.6333333333333333,0.5733333333333334,-8.203000000000001,0.03743333333333334,0.543,0.00029549999999999997,0.624,97.52833333333332
Fine Country Wine,0.483,0.533,-12.519,0.0424,0.403,0.0,0.852,156.817
Fine Day,0.824,0.675,-4.073,0.0613,0.00155,0.655,0.244,124.007
Fine Line,0.548,0.816,-4.209,0.0465,0.122,0.0,0.557,95.39
Fine Lines,0.64,0.945,-3.359,0.0678,0.0113,0.00025,0.261,125.005
Fine Wine,0.766,0.741,-3.077,0.172,0.362,1.15e-05,0.598,99.997
Finest Country,0.4844193548387097,0.6486451612903226,-5.750387096774194,0.04146774193548387,0.1817816129032258,0.02251078741935484,0.4545806451612903,143.0724193548387
Finest Hour,0.6069333333333333,0.9149333333333334,-5.146866666666667,0.929,0.7651333333333333,0.0,0.3739733333333334,100.85719999999999
Finger Family,0.8039999999999999,0.7513333333333333,-5.847,0.027966666666666667,0.3539999999999999,1.334e-05,0.8633333333333333,109.94833333333334
Finger Im Po Mexiko,0.655,0.921,-4.415,0.0452,0.125,0.0,0.842,135.067
Fingernails,0.613,0.946,-4.522,0.113,0.00391,0.0338,0.374,141.994
Fingerprint,0.637,0.821,-8.781,0.0345,0.00857,0.866,0.303,123.988
Fingers Crossed,0.5880000000000001,0.35433333333333333,-8.881,0.06743333333333333,0.657,0.26333333333333336,0.418,96.28266666666667
"Fingerstyle Guitar Cover, #2",0.661,0.489,-13.744,0.0522,0.846,0.863,0.613,111.511
Finish Line,0.508,0.30133333333333334,-12.755333333333335,0.030733333333333335,0.5453333333333333,0.007451333333333333,0.28200000000000003,97.79633333333334
Finisterra,0.434,0.897,-4.845,0.0695,0.0124,4.22e-05,0.376,135.54
Finisterra Ópera Rock,0.31766666666666665,0.7951666666666667,-5.201666666666667,0.08751666666666667,0.15037,0.09610877333333333,0.29014999999999996,94.62316666666668
Finn Fem Fel,0.598,0.704,-7.133,0.0443,0.349,1.37e-05,0.807,164.976
Fint Vettô,0.769,0.758,-7.442,0.0403,0.155,0.0,0.922,128.053
Fiore,0.606,0.0157,-28.185,0.0683,0.996,0.942,0.0639,47.745
Fique à Vontade,0.432,0.649,-8.666,0.0309,0.0163,9.78e-05,0.215,129.936
Fire,0.5920526315789474,0.7552105263157894,-8.486105263157894,0.11205263157894736,0.05354331578947368,0.14561625263157896,0.48001578947368423,144.17
Fire & Gold,0.607,0.895,-3.687,0.0863,0.0544,0.0,0.352,126.13
Fire & Hail,0.44525000000000003,0.622,-10.4645,0.032875,0.4365,0.000654675,0.83475,144.44925
Fire Ambience: Sounds of Burning Wood of Bonfire Vol. 1,0.222,0.502,-24.618,0.061,0.86,0.97,0.227,132.561
Fire And Water,0.787,0.472,-12.824,0.0832,0.221,0.000336,0.824,120.05900000000001
Fire Fi Fire,0.596,0.587,-7.478,0.298,0.655,8.05e-05,0.408,102.564
Fire Selection,0.735,0.637,-9.044,0.15,0.715,0.915,0.964,83.352
Fire at Will,0.176,0.968,-2.735,0.112,0.0042,0.000353,0.562,178.167
Fire in the Jungle,0.761,0.56,-9.649,0.041,0.0203,0.816,0.343,110.004
Fire of Unknown Origin,0.532,0.728,-9.079,0.0352,0.106,0.0108,0.69,134.303
Fireflies,0.643,0.817,-3.506,0.0472,0.0164,0.00239,0.381,128.119
Firefly,0.728,0.836,-3.964,0.0519,0.0295,1.53e-05,0.43,104.876
Firehouse,0.52,0.589,-11.728666666666667,0.03213333333333333,0.000237,0.0018412333333333332,0.29633333333333334,119.03333333333335
Firekeeper,0.389,0.895,-4.421,0.546,0.0203,0.000108,0.195,159.454
Firelight,0.442,0.721,-5.17,0.0391,0.258,2.66e-06,0.373,144.926
Fireplace! Sound Effects: Ambient Noises,0.36,0.595,-26.838600000000003,0.04118,0.3466,0.7292069,0.061119999999999994,108.29079999999999
Firestarter,0.4635,0.9755,-1.5274999999999999,0.2865,0.1261035,0.4570114,0.20545000000000002,162.0465
Firestorm EP,0.397,0.941,-4.254,0.131,1.46e-05,0.442,0.342,175.001
Firetree,0.649,0.321,-12.661,0.0705,0.946,0.871,0.0826,179.763
Fireworks,0.446875,0.6098750000000001,-12.81075,0.041075,0.14497,0.06640499999999999,0.415425,138.65625
Firmamento,0.8565,0.5225,-9.02,0.06905,0.607,4.4e-06,0.9339999999999999,98.99000000000001
First Animals,0.953,0.254,-14.666,0.0543,0.317,0.0,0.797,110.015
First Band On The Moon,0.704,0.636,-6.029,0.0252,0.0344,0.0,0.89,111.845
First Brew,0.911,0.785,-9.989,0.432,0.0358,0.748,0.482,137.807
First Class,0.905,0.563,-6.135,0.102,0.0254,9.71e-06,0.324,106.998
First Class Flight,0.807,0.701,-3.387,0.129,0.05,0.0,0.533,95.987
First Date,0.732,0.303,-13.575,0.057,0.75,0.828,0.601,82.555
First Date at Starcourt Mall,0.42,0.873,-6.786,0.0376,0.00696,0.754,0.707,109.985
First Day,0.638,0.912,-6.194,0.0303,0.0016,0.0715,0.91,124.997
First Day Out,0.785,0.5353333333333333,-7.760000000000001,0.27799999999999997,0.028499999999999998,5.097666666666667e-05,0.5043333333333333,150.458
First Experience,0.5,0.714,-5.064,0.0279,0.171,1.17e-06,0.304,136.073
First Floor,0.689,0.842,-8.471,0.0488,0.133,0.903,0.429,109.931
First Impressions Of Earth,0.48066666666666663,0.8746666666666667,-3.8013333333333335,0.03796666666666667,0.008604243333333334,0.5433333333333333,0.533,132.20566666666664
First Light,0.462,0.0493,-22.424,0.0674,0.993,0.919,0.102,74.3
First Love,0.4485,0.6195,-6.807499999999999,0.07255,0.374,9.75e-07,0.20350000000000001,164.9495
First Mind,0.358,0.546,-8.927,0.0296,0.795,0.0586,0.264,106.489
First Offense,0.665,0.624,-11.106,0.049,0.505,0.0104,0.717,127.083
First Place,0.563,0.809,-6.069,0.0478,0.0226,4.54e-06,0.3,145.078
First Position,0.699,0.491,-12.77,0.288,0.0208,0.0,0.865,86.391
First Songs for Children,0.946,0.368,-9.678,0.132,0.617,0.0,0.965,109.966
First Spell,0.228,0.911,-8.409,0.169,0.175,0.873,0.121,127.168
First Step,0.416,0.069,-17.079,0.0415,0.88,0.954,0.0395,114.44
First Steps,0.765,0.327,-8.029,0.277,0.571,0.0479,0.292,74.931
First Time,0.5707142857142857,0.6921428571428571,-5.542571428571429,0.05101428571428571,0.12429857142857144,0.05676815714285715,0.3528571428571428,135.50214285714284
First Time  [Acoustic],0.558,0.337,-8.414,0.0311,0.92,2.34e-06,0.397,143.784
First Time  [Sam Feldt Remix],0.697,0.781,-5.45,0.0503,0.0878,0.0,0.516,91.942
First War of the World,0.558,0.969,-5.069,0.0649,0.00124,0.0735,0.541,124.019
First World Manifesto,0.578,0.957,-3.506,0.0527,0.015,0.0,0.789,105.543
First of all,0.736,0.835,-5.166,0.0413,0.162,0.0,0.869,109.976
Fish Rock,0.579,0.767,-6.9159999999999995,0.0399,0.00475,0.0,0.475,149.975
Fisher-Price BeatBo,0.757,0.8055,-4.02825,0.209425,0.265025,3.7975e-06,0.6054999999999999,131.06099999999998
Fisherman's Woman,0.528,0.16299999999999998,-16.336,0.03905,0.8835,0.010785000000000001,0.23,133.9905
Fishing Music,0.49763461538461534,0.6710961538461538,-7.617634615384616,0.03558461538461539,0.11622192307692308,0.019784513076923076,0.5824423076923076,131.92671153846155
Fisk i en skål,0.487,0.856,-4.253,0.0316,0.00519,0.000164,0.433,108.694
Fiskales Ad-Hok,0.41100000000000003,0.8200000000000001,-12.4585,0.03865,0.0003585,9.655e-06,0.34299999999999997,115.27950000000001
Fistful of Hollow,0.451,0.985,-4.39,0.0642,0.000432,5.4e-05,0.808,164.898
Fisting the Dead,0.308,0.988,-5.796,0.113,1.36e-06,0.833,0.0755,109.212
Fistpumpin' / Work That Booty,0.5615,0.9595,-3.904,0.273,0.08639999999999999,0.44999999999999996,0.3885,152.3435
Fitness 2020,0.631,0.92,-4.551,0.0384,0.0813,3.4e-05,0.582,124.974
Fitness Classics,0.627,0.936,-3.518,0.087,3.37e-05,0.105,0.237,126.031
Fitness Songs,0.871,0.6779999999999999,-9.2025,0.2285,0.05425,0.000106,0.473,99.9845
Fitoor,0.449,0.421,-8.92,0.0272,0.387,0.000108,0.203,163.747
Fitz and The Tantrums,0.636,0.836,-3.004,0.042699999999999995,0.006090000000000001,0.000157,0.715,139.956
Five,0.4493333333333333,0.7406666666666667,-5.791444444444445,0.04924444444444445,0.3382399333333333,0.22970040666666666,0.43466666666666665,124.0721111111111
Five Hours,0.88,0.821,-2.545,0.118,0.0197,0.661,0.575,127.907
Five Interstates,0.626,0.597,-8.68,0.0269,0.317,0.000287,0.699,105.262
Five Leaves Left,0.5165,0.2095,-17.742,0.033549999999999996,0.7845,0.34650000000000003,0.3005,125.727
Five Lessons Learned,0.433,0.9824999999999999,-3.8905,0.0621,0.0018395,0.0003546,0.7975,117.75200000000001
Five Little Ducks,0.962,0.423,-9.971,0.103,0.33,0.0,0.966,110.07
Five Minutes To Live,0.712,0.88,-4.541,0.0365,0.198,0.000438,0.858,92.547
Five More Hours,0.699,0.883,-3.226,0.219,0.0288,0.0,0.499,127.961
Five Star,0.723,0.56,-10.9,0.0866,0.146,3.83e-05,0.833,139.917
Five/Four EP,0.736,0.867,-9.368,0.0959,0.000258,0.913,0.105,128.996
Fix It to Break It,0.493,0.461,-8.524,0.0456,0.845,0.0,0.35,51.414
Fix My Brain,0.29,0.9430000000000001,-4.098,0.05375,0.0031777,0.4685,0.62725,171.11025
Fix You,0.41733333333333333,0.4506666666666666,-7.8743333333333325,0.0375,0.3234666666666666,0.0033666666666666667,0.1596,138.08266666666665
Fixa dig,0.596,0.884,-4.78,0.0445,0.000227,0.000435,0.355,126.971
Fixation,0.602,0.718,-3.679,0.0473,0.00028,0.847,0.0468,174.976
Fixed Emotions,0.76,0.378,-11.719,0.0633,0.532,0.867,0.265,80.031
Fixi,0.793,0.668,-11.26,0.0607,0.00412,0.848,0.283,124.01
Fixona,0.869,0.76,-2.355,0.0887,0.432,0.284,0.872,92.981
Fiyaaah!,0.614,0.864,-2.242,0.0572,0.0184,0.00016,0.392,149.985
Fiz Esse Som Pra Você,0.773,0.306,-11.519,0.0393,0.778,0.0,0.753,114.034
Fjäll,0.611,0.697,-12.595999999999998,0.0347,0.164,0.935,0.0388,123.03699999999999
Fjärilar i magen,0.656,0.774,-6.616,0.0243,0.021,9.36e-06,0.665,106.003
Fking Bass Line,0.701,0.935,-7.839,0.196,0.0105,0.803,0.0382,140.002
Flagra,0.639,0.314,-17.207,0.0334,0.846,1.54e-05,0.596,132.211
Flaites NY,0.907,0.544,-7.315,0.287,0.276,0.00306,0.374,132.017
Flakes,0.738,0.4115,-8.952,0.12335,0.393,0.8855,0.246,133.0055
Flakk Daniel's Lp,0.804,0.535,-8.603,0.143,0.486,0.0,0.628,151.957
Flamagra,0.627,0.45199999999999996,-6.897,0.121,0.26825,0.4685,0.3045,84.653
Flame,0.625,0.9285000000000001,-4.66,0.0537,0.012305,0.36800565,0.22394999999999998,127.519
Flamenkao,0.776,0.548,-7.941,0.0707,0.00315,0.9,0.358,134.045
Flames,0.358,0.644,-8.027,0.0811,0.154,0.0,0.436,152.085
Flames: Season 2,0.532,0.226,-14.169,0.0275,0.808,9.19e-05,0.0769,103.952
Flaming Hot Cheetos,0.817,0.551,-9.33,0.133,0.865,0.000151,0.142,109.966
Flamingo + Hoch die Hände Wochenende,0.7474444444444445,0.6243333333333333,-7.227222222222222,0.056177777777777785,0.12893222222222223,0.021956022222222222,0.8426666666666667,132.56366666666668
Flamingo Go,0.7,0.884,-4.939,0.15,0.064,0.0,0.261,148.092
Flamingo Serenade,0.552,0.313,-12.41,0.0296,0.916,0.0017,0.303,88.554
Flamingokvintetten 5,0.69,0.623,-6.054,0.0316,0.143,0.0,0.971,124.235
Flammable,0.689,0.77,-3.187,0.335,0.0974,0.0,0.443,131.167
Flammable Riddim,0.646,0.664,-7.208,0.122,0.133,0.0,0.796,132.623
Flaneur,0.521,0.856,-7.409,0.0703,0.038,0.0,0.201,113.964
Flash,0.8425,0.635,-8.5815,0.19655,0.20701,0.4423365,0.6225,104.5025
Flash Back Internacional,0.537,0.815,-6.208,0.0341,0.000425,0.807,0.689,145.158
Flashback,0.7853333333333333,0.6493333333333333,-6.692333333333333,0.06493333333333333,0.08437666666666666,0.00022333333333333333,0.6516666666666667,106.98899999999999
Flashback - second edition,0.502,0.9129999999999999,-7.672,0.0728,0.00499,0.8530000000000001,0.429,163.521
Flashback Fé,0.296,0.42,-13.98,0.0346,0.271,0.0,0.149,139.625
Flashback Volume 1,0.847,0.976,-5.969,0.0855,0.000591,0.566,0.423,125.001
Flashbacks,0.6093333333333334,0.5633333333333334,-6.872,0.0295,0.5862596666666667,0.27399999999999997,0.3570333333333333,103.81433333333332
Flashing Lights,0.3805,0.8835,-4.98,0.0507,0.0013594999999999998,0.0093705,0.15245,151.976
Flashlight EP,0.7050000000000001,0.8105,-8.0335,0.055900000000000005,0.14185,0.565,0.052250000000000005,109.9585
Flashmob,0.65,0.804,-4.906,0.0422,0.000976,0.6275,0.401,128.14350000000002
Flashpoint,0.446,0.878,-4.238,0.0469,0.704,0.00153,0.435,107.843
Flatline,0.617,0.749,-3.562,0.0819,0.104,0.000237,0.307,174.914
Flatpick,0.502,0.317,-15.961,0.0352,0.932,0.902,0.925,111.601
Flatt Lonesome,0.6993333333333333,0.693,-5.544666666666667,0.028566666666666667,0.6433333333333333,4.8633333333333334e-05,0.8766666666666666,103.70433333333334
Flavor Riddim,0.604,0.689,-5.518,0.251,0.307,0.0,0.479,137.214
Flertes,0.483,0.739,-9.147,0.0594,0.117,0.0,0.564,171.927
Fleurs de cerisier,0.416,0.0503,-27.03,0.0318,0.992,0.92,0.0902,88.541
Flex,0.658,0.674,-5.911,0.0585,0.0207,0.0,0.751,60.514
Flicker,0.677,0.401,-8.467,0.0308,0.712,0.0,0.195,111.825
Fliesentisch Romantik,0.82,0.731,-4.886,0.0961,0.0621,9.42e-06,0.546,108.012
Fliesentisch Romantik 2,0.7535000000000001,0.8005,-6.1995000000000005,0.09965,0.10845,4.24e-05,0.5935,146.452
Flight,0.5132,0.6924,-6.885800000000001,0.41303999999999996,0.28834,0.17603664000000002,0.2952,96.5564
Flight in Dream,0.391,0.481,-11.628,0.0313,0.912,0.75,0.133,165.239
Flip Around,0.782,0.286,-15.759,0.112,0.802,0.912,0.705,99.964
Flip Reset,0.78,0.916,-4.773,0.0699,0.00127,0.193,0.426,126.006
Flip Ya Lid,0.877,0.517,-8.963,0.0715,0.2,0.269,0.581,90.007
Flip-Flop,0.477,0.491,-15.01,0.0417,0.0476,2.71e-06,0.68,130.706
Flo'Ology,0.5815,0.5195,-9.519,0.2431,0.07665,0.0006902,0.496,107.5975
Float,0.6964,0.6542,-3.9188,0.036180000000000004,0.16219999999999998,0.0,0.41167999999999993,103.16199999999999
Float Away,0.748,0.855,-1.741,0.0629,0.319,0.000152,0.475,97.988
Float Through The Ceiling,0.713,0.696,-5.316,0.089,0.226,0.0,0.407,121.993
Float n Flutter,0.697,0.339,-16.335,0.0487,0.95,0.916,0.488,75.003
Floating,0.774,0.68975,-7.2219999999999995,0.10362500000000001,0.179026,0.4525,0.32825,125.22999999999999
Floating Between,0.643,0.284,-15.849,0.0548,0.63,0.91,0.428,83.008
Floating Hearts,0.676,0.175,-11.793,0.0409,0.972,0.855,0.141,84.685
Flocon de neige,0.694,0.546,-9.892,0.0428,0.29245000000000004,0.8725,0.1481,120.5065
Flood,0.6896666666666667,0.355,-13.115666666666668,0.033,0.924,0.719,0.4176666666666667,107.281
Floor Seats,0.74,0.453,-7.828,0.121,0.656,8e-05,0.178,75.992
Floorpiece,0.835,0.675,-6.846,0.05265,0.0144,0.7435,0.359,127.745
Flor de Capomo,0.675,0.313,-14.826,0.277,0.748,0.000233,0.978,135.643
Flor de Caña,0.519,0.743,-7.7,0.122,0.416,0.0,0.778,185.842
Flor de Lino,0.384,0.245,-11.112,0.0777,0.912,0.13,0.7,62.213
Flora Matos Vs. Stereodubs,0.579,0.731,-7.382,0.26,0.364,0.0,0.5,95.273
Flores,0.749,0.44,-8.82,0.0381,0.443,0.0,0.302,117.958
Flores De Alquiler,0.615,0.878,-4.056,0.035,0.052,1.16e-06,0.72,127.906
Flores del Alma,0.612,0.49550000000000005,-9.2615,0.07214999999999999,0.912,0.344,0.862,116.9875
Flores e Facas,0.635,0.489,-7.062,0.58,0.65,0.0,0.674,126.724
Flores para los Muertos,0.614,0.9235,-4.1735,0.10575000000000001,0.02005,3.805e-05,0.671,109.083
Flos Potentia,0.589,0.804,-6.105,0.032,0.0243,0.929,0.925,123.031
Flow,0.452,0.568,-4.952,0.127,0.0319,0.000305,0.318,101.043
Flow Candela,0.718,0.733,-4.563,0.178,0.199,1.02e-05,0.863,92.013
Flow State,0.638,0.845,-8.076,0.0479,0.00779,0.639,0.422,140.004
Flow en Cuarentena,0.635,0.64,-6.926,0.399,0.533,0.0,0.534,171.949
Flower,0.61275,0.6555,-6.847625,0.1120375,0.2414125,0.004557500000000001,0.4895,129.559875
Flower Duet,0.29,0.177,-15.928,0.0364,0.896,0.944,0.0706,115.306
Flower Shop,0.871,0.314,-13.762,0.357,0.276,0.885,0.679,135.999
Floweret,0.548,0.333,-11.856,0.045,0.966,0.945,0.199,77.021
Flowering,0.454,0.243,-10.197,0.0359,0.283,0.883,0.239,82.923
Floweristic,0.6895,0.39949999999999997,-9.689,0.0342,0.65,0.8455,0.2725,82.5295
Flowers,0.50325,0.645,-7.8685,0.345225,0.473225,0.06075,0.32,86.031
Flowers in Your Eyes,0.597,0.532,-8.575,0.0942,0.277,0.885,0.721,114.214
Flowers on the Freeway,0.757,0.492,-5.642,0.337,0.405,0.0,0.284,76.038
Flowjob,0.734,0.658,-8.258,0.108,0.0765,3.69e-05,0.449,80.001
Fluorescent Adolescent,0.5529999999999999,0.8066666666666666,-5.124333333333333,0.06516666666666666,0.0056433333333333335,0.003263333333333333,0.676,135.03
Fluoride,0.114,0.988,-5.299,0.145,0.000153,0.901,0.0295,95.125
Flute Meditations,0.18666666666666668,0.09903333333333335,-18.980333333333334,0.04186666666666666,0.979,0.6716666666666667,0.26533333333333337,80.60333333333334
Flutech,0.856,0.854,-5.351,0.0815,0.13,0.0178,0.842,129.995
Fluttering,0.296,0.144,-27.745,0.0361,0.984,0.901,0.133,169.195
Flutuar,0.45999999999999996,0.9055,-4.422,0.06085,0.5185,4.35e-06,0.525,125.3655
Fly,0.6175,0.67125,-7.872249999999999,0.05915,0.33485975,0.24819249999999998,0.4655,131.63725
Fly Above,0.579,0.843,-5.192,0.0387,0.25,0.0893,0.462,99.962
Fly Away,0.503,0.96,-7.821,0.0479,0.00136,0.898,0.102,128.032
Fly By Night,0.771,0.263,-13.072,0.0816,0.821,0.0,0.372,119.726
